Year,Country,Pollution Rank,Pollution Index,Exp Pollution Index
2015.06,Cambodia,15,83.54,149.75
2015.06,Iran,16,83.46,152.74
2015.06,Jordan,17,83.44,148.15
2015.06,Nepal,18,82.56,146.7
2015.06,Venezuela,19,80.27,143.06
2015.06,Pakistan,20,79.35,140.41
2015.06,Albania,21,77.71,137.22
2015.06,Trinidad And Tobago,22,76.95,136.22
2015.06,India,23,76.9,135.54
2015.06,Jamaica,24,75.11,131.96
2015.06,Indonesia,25,74.93,131.46
2015.06,Algeria,26,74.5,131.68
2015.06,Tunisia,27,73.76,130.37
2015.06,Saudi Arabia,28,72.93,129.21
2015.06,Thailand,29,72.11,125.27
2015.06,Philippines,30,71.92,125.65
2015.06,Dominican Republic,31,71.69,125.41
2015.06,Kazakhstan,32,71.48,130.65
2015.06,Georgia,33,70.81,126.22
2015.06,Russia,34,70.37,123.41
2015.06,Ukraine,35,70.31,123.65
2015.06,Malta,36,70.27,123.75
2015.06,Turkey,37,69.17,121.69
2015.06,Kenya,38,68.18,119.24
2015.06,Chile,39,67.91,125.38
2015.06,Zimbabwe,40,67.84,123.09
2015.06,Hong Kong,41,67.49,121.88
2015.06,Malaysia,42,67.37,116.37
2015.06,Morocco,43,66.8,116.39
2015.06,Sri Lanka,44,66.63,116
2015.06,Tanzania,45,65.24,112.04
2015.06,Armenia,46,65.2,120.3
2015.06,South Africa,47,64.96,112.78
2015.06,Mexico,48,64.93,111.91
2015.06,Israel,49,64.81,115.62
2015.06,Fiji,50,64.07,112.12
2015.06,Colombia,51,63.47,114.73
2015.06,Taiwan,52,62.57,109.99
2015.06,Bulgaria,53,60.95,108.99
2015.06,Argentina,54,59.6,103.86
2015.06,United Arab Emirates,55,59.38,102.72
2015.06,Brazil,56,59.36,101.08
2015.06,Serbia,57,57.53,99.81
2015.06,Italy,58,57.43,98.64
2015.06,Libya,59,56.69,96.07
2015.06,Costa Rica,60,56.68,98.88
2015.06,Ecuador,61,56.13,94.7
2015.06,Belgium,62,56.11,96.26
2015.06,Bosnia And Herzegovina,63,55.17,95.56
2015.06,Panama,64,53.38,98.72
2015.06,South Korea,65,51.63,93.85
2015.06,Oman,66,50.38,84.72
2015.06,Romania,67,50.1,83.32
2015.06,Poland,68,49.43,84.4
2015.06,Puerto Rico,69,48.28,84.3
2015.06,Greece,70,47.62,80.03
2015.06,Mauritius,71,47.12,83.85
2015.06,Spain,72,46.15,76.5
2015.06,Hungary,73,45.7,78.27
2015.06,France,74,45.24,75.68
2015.06,Slovakia,75,44.54,76.61
2015.06,Czech Republic,76,42.66,72.75
2015.06,Belarus,77,41.99,70.56
2015.06,Latvia,78,38.24,63.28
2015.06,Singapore,79,37.97,64.46
2015.06,Brunei,80,35.63,60.94
2015.06,Uruguay,81,35.24,61
2015.06,Japan,82,34.99,56.75
2015.06,Netherlands,83,34.67,56.37
2015.06,United Kingdom,84,33.81,55.09
2015.06,United States,85,33.34,58.29
2015.06,Lithuania,86,32.84,54.48
2015.06,Portugal,87,32.69,53.54
2015.06,Austria,88,32.45,55.2
2015.06,Cyprus,89,32.07,52.26
2015.06,Croatia,90,31.26,51.8
2015.06,Denmark,91,31.15,48.58
2015.06,Slovenia,92,29.87,54.11
2015.06,Canada,93,29.26,48.21
2015.06,Germany,94,29.22,46.58
2015.06,Ireland,95,28.88,50.1
2015.06,Switzerland,96,24.34,40.51
2015.06,Australia,97,23.09,35.78
2015.06,Norway,98,22.41,36.15
2015.06,New Zealand,99,19.79,32.93
2015.06,Sweden,100,18.63,29.37
2015.06,Finland,101,17.44,29.58
2015.06,Estonia,102,14.98,30.5
2015.06,Iceland,103,13.78,24.49
2016.01,Egypt,1,96.05,174.17
2016.01,Lebanon,2,91.88,165.17
2016.01,Mongolia,3,90.96,167.98
2016.01,Monaco,4,90.11,163.54
2016.01,Bangladesh,5,88.27,158.56
2016.01,Peru,6,87.91,158.18
2016.01,Azerbaijan,7,87.04,155.51
2016.01,Vietnam,8,86.09,153.2
2016.01,Myanmar,9,85.62,156.9
2016.01,China,10,85.54,155.89
2016.01,North Macedonia,11,85.29,156.32
2016.01,Iran,12,84.21,154.11
2016.01,Bolivia,13,83.14,147.86
2016.01,Jordan,14,82.72,146.82
2016.01,Cambodia,15,82.57,147.82
2016.01,Bahrain,16,81.73,149.2
2016.01,Nepal,17,81.19,143.85
2016.01,Qatar,18,80.96,144.26
2016.01,Venezuela,19,77.68,138.57
2016.01,Trinidad And Tobago,20,77.22,136.4
2016.01,India,21,77.02,135.55
2016.01,Pakistan,22,76.64,134.73
2016.01,Algeria,23,76.17,135.2
2016.01,Dominican Republic,24,75.33,132.42
2016.01,Malta,25,75.18,132.63
2016.01,Indonesia,26,75.14,131.84
2016.01,Tunisia,27,75.12,132.33
2016.01,Albania,28,75.08,131.72
2016.01,Philippines,29,73.12,127.73
2016.01,Saudi Arabia,30,72.2,128.09
2016.01,Jamaica,31,72.16,126.27
2016.01,Kazakhstan,32,72,131.53
2016.01,Thailand,33,71.51,124.15
2016.01,Zimbabwe,34,71.2,127.72
2016.01,Georgia,35,69.9,124.96
2016.01,Ukraine,36,67.84,118.78
2016.01,Malaysia,37,67.53,116.58
2016.01,Chile,38,67.21,123.27
2016.01,Hong Kong,39,67.17,121.08
2016.01,Morocco,40,66.87,116.83
2016.01,Turkey,41,65.75,115.18
2016.01,Sri Lanka,42,65.21,113.27
2016.01,Mexico,43,64.64,111.24
2016.01,Russia,44,64.49,111.34
2016.01,Colombia,45,64.44,117.34
2016.01,Taiwan,46,63.37,110.74
2016.01,South Africa,47,63.29,109.49
2016.01,Tanzania,48,62.59,108.13
2016.01,Israel,49,61.46,109.21
2016.01,Brazil,50,61.18,104.63
2016.01,Bulgaria,51,60.35,107.77
2016.01,United Arab Emirates,52,59.54,102.71
2016.01,Ecuador,53,59.32,100.99
2016.01,Bahamas,54,58.6,100.19
2016.01,Argentina,55,58.46,101.72
2016.01,Bosnia And Herzegovina,56,57.95,101.63
2016.01,Belgium,57,56.61,97.91
2016.01,Italy,58,56.56,97.11
2016.01,Panama,59,56.02,100.48
2016.01,Serbia,60,55.14,94.33
2016.01,Costa Rica,61,53.09,92.88
2016.01,Puerto Rico,62,50.67,87.04
2016.01,Romania,63,50.5,84.14
2016.01,Poland,64,49.87,85.34
2016.01,South Korea,65,49.65,89.02
2016.01,Slovakia,66,48.43,82.59
2016.01,Mauritius,67,47.38,84.65
2016.01,Greece,68,47.22,79.54
2016.01,Hungary,69,46.7,80.4
2016.01,Spain,70,46.58,77.23
2016.01,France,71,46.31,77.49
2016.01,Libya,72,45.42,75.02
2016.01,Uruguay,73,42.93,73.48
2016.01,Czech Republic,74,42.49,72.23
2016.01,Singapore,75,38.83,66.81
2016.01,Latvia,76,37.14,61.99
2016.01,United Kingdom,77,35.02,56.99
2016.01,United States,78,34.94,60.23
2016.01,Japan,79,34.04,54.9
2016.01,Belarus,80,33.7,53.71
2016.01,Cyprus,81,33.37,54.75
2016.01,Netherlands,82,32.79,53.29
2016.01,Portugal,83,31.85,51.56
2016.01,Lithuania,84,30.94,51.13
2016.01,Ireland,85,30.85,53.16
2016.01,Austria,86,30.77,52.14
2016.01,Croatia,87,30.42,49.92
2016.01,Denmark,88,29.93,46.55
2016.01,Germany,89,29.91,47.8
2016.01,Canada,90,29.48,48.07
2016.01,Slovenia,91,28.2,50.94
2016.01,Switzerland,92,23.02,37.46
2016.01,Australia,93,22.88,35.59
2016.01,New Zealand,94,19.04,31.62
2016.01,Sweden,95,18.3,29
2016.01,Norway,96,18.21,30.05
2016.01,Finland,97,17.84,30.68
2016.01,Estonia,98,16.45,29.81
2016.01,Iceland,99,13.1,22.98
2016.06,Afghanistan,1,101.27,187.2
2016.06,Ghana,2,97.85,177.4
2016.06,Lebanon,3,94.88,170.92
2016.06,Bangladesh,4,93.06,168.43
2016.06,Egypt,5,92.84,167.32
2016.06,Mongolia,6,92.67,171.08
2016.06,Myanmar,7,89.74,166.01
2016.06,Vietnam,8,88.41,158.09
2016.06,China,9,88.08,161.07
2016.06,Peru,10,87.12,156.83
2016.06,Bolivia,11,86.06,153.55
2016.06,Monaco,12,85.6,155.72
2016.06,Nigeria,13,85.03,152.94
2016.06,North Macedonia,14,85,155.66
2016.06,Cambodia,15,83.85,150.24
2016.06,Iran,16,83.65,152.89
2016.06,Jordan,17,83.27,147.94
2016.06,Azerbaijan,18,82.72,146.97
2016.06,Nepal,19,81.73,144.79
2016.06,Iraq,20,81.56,145.49
2016.06,Ethiopia,21,80.36,141.97
2016.06,Qatar,22,80.34,144.04
2016.06,Dominican Republic,23,79.4,139.96
2016.06,Pakistan,24,77.85,137.07
2016.06,Trinidad And Tobago,25,77.75,137.33
2016.06,Bahrain,26,76.71,141.64
2016.06,India,27,76.65,134.89
2016.06,Albania,28,76.42,134.18
2016.06,Indonesia,29,76.25,134.07
2016.06,Algeria,30,75.79,134.34
2016.06,Venezuela,31,75.47,133.77
2016.06,Thailand,32,72.84,127.23
2016.06,Saudi Arabia,33,72.12,127.73
2016.06,Armenia,34,72.03,132.11
2016.06,Zimbabwe,35,71.95,128.71
2016.06,Kazakhstan,36,71.83,131.03
2016.06,Philippines,37,71.58,124.96
2016.06,Kenya,38,70.51,123.74
2016.06,Jamaica,39,70.07,122.27
2016.06,Turkey,40,69.22,122.33
2016.06,Malta,41,69.13,120.41
2016.06,Georgia,42,68.72,122.78
2016.06,Ukraine,43,68.58,120.15
2016.06,Morocco,44,68.33,119.49
2016.06,Malaysia,45,67.61,116.78
2016.06,Hong Kong,46,67.53,121.68
2016.06,Chile,47,66.81,122.13
2016.06,Mexico,48,66.8,115.51
2016.06,Tanzania,49,65.74,114.39
2016.06,Colombia,50,64.62,115.93
2016.06,South Africa,51,64.46,111.61
2016.06,Russia,52,64.45,111.22
2016.06,Taiwan,53,64.3,112.54
2016.06,Sri Lanka,54,62.89,108.76
2016.06,Israel,55,61.91,109.44
2016.06,Bulgaria,56,61.69,110.56
2016.06,Tunisia,57,61.41,106.02
2016.06,Brazil,58,61.03,104.68
2016.06,United Arab Emirates,59,59.62,102.71
2016.06,Panama,60,59.23,106.55
2016.06,Ecuador,61,58.88,100.53
2016.06,Bosnia And Herzegovina,62,57.27,100.67
2016.06,Argentina,63,56.11,97.02
2016.06,Puerto Rico,64,55.92,96.3
2016.06,Serbia,65,55.88,95.69
2016.06,Bahamas,66,54.63,93.5
2016.06,Italy,67,52.96,89.17
2016.06,Costa Rica,68,51.76,91.04
2016.06,Mauritius,69,51.1,89.42
2016.06,Poland,70,50.79,87.41
2016.06,Belgium,71,50.46,85.23
2016.06,South Korea,72,50.28,90.01
2016.06,Greece,73,49.1,83.45
2016.06,Romania,74,48.72,80.5
2016.06,Montenegro,75,48.44,82.63
2016.06,Hungary,76,45.46,77.79
2016.06,Libya,77,45.3,76
2016.06,Uruguay,78,44.9,77.88
2016.06,Slovakia,79,44.28,74.86
2016.06,Oman,80,44.2,73.4
2016.06,Cyprus,81,43.06,71.32
2016.06,Czech Republic,82,42.17,70.95
2016.06,France,83,42.04,71.39
2016.06,Japan,84,40.9,66.7
2016.06,Belarus,85,40.67,67.25
2016.06,Spain,86,40.37,67.38
2016.06,Singapore,87,37.69,64.94
2016.06,United Kingdom,88,34.24,55.68
2016.06,Lithuania,89,33.16,54.43
2016.06,United States,90,32.73,56.8
2016.06,Latvia,91,32.51,52.57
2016.06,Croatia,92,30.69,50.53
2016.06,Portugal,93,29.87,48.16
2016.06,Netherlands,94,29.08,46.91
2016.06,Canada,95,28.17,46.83
2016.06,Germany,96,27.68,44.16
2016.06,Ireland,97,27.47,47.47
2016.06,Denmark,98,26.84,41.28
2016.06,Slovenia,99,25.44,45.64
2016.06,Austria,100,25.43,41.39
2016.06,Australia,101,24.09,37.99
2016.06,Switzerland,102,21.73,34.86
2016.06,New Zealand,103,19.43,32.6
2016.06,Norway,104,19.28,31.75
2016.06,Estonia,105,19.19,33.6
2016.06,Sweden,106,16.59,26.42
2016.06,Finland,107,14.57,26.64
2016.06,Iceland,108,10.44,19
2017.01,Ghana,1,98.83,179.32
2017.01,Afghanistan,2,95.6,174.9
2017.01,Mongolia,3,93.8,173.11
2017.01,Bangladesh,4,92.3,167.39
2017.01,Myanmar,5,91.37,169.54
2017.01,China,6,88.96,163.22
2017.01,Egypt,7,88.88,159.13
2017.01,Vietnam,8,88.1,157.69
2017.01,Peru,9,87.86,158.55
2017.01,Jordan,10,85.73,153.06
2017.01,Nigeria,11,85.48,154.16
2017.01,Cameroon,12,85.13,154.1
2017.01,Lebanon,13,85.11,151.14
2017.01,Bolivia,14,85.07,151.67
2017.01,Monaco,15,84.47,154.52
2017.01,North Macedonia,16,83.38,152.32
2017.01,Ethiopia,17,83.16,147.58
2017.01,Azerbaijan,18,83.1,147.78
2017.01,Iran,19,82.51,150.91
2017.01,Nepal,20,82.5,146.34
2017.01,Dominican Republic,21,80.21,141.57
2017.01,Pakistan,22,80.08,141.58
2017.01,Iraq,23,80,142.26
2017.01,Cambodia,24,79.3,141.16
2017.01,Albania,25,76.72,134.46
2017.01,India,26,76.53,134.77
2017.01,Indonesia,27,76.41,134.41
2017.01,Bahrain,28,76.27,140.8
2017.01,Saudi Arabia,29,74.18,132.12
2017.01,Qatar,30,73.29,130.41
2017.01,Thailand,31,73.23,128.16
2017.01,Venezuela,32,72.9,129.11
2017.01,Kazakhstan,33,72.82,132.56
2017.01,Georgia,34,72.72,130.05
2017.01,Zimbabwe,35,71.89,127.89
2017.01,Trinidad And Tobago,36,71.82,125.09
2017.01,Jamaica,37,70.71,123.75
2017.01,Turkey,38,70.46,125.26
2017.01,Philippines,39,70.25,122.46
2017.01,Kenya,40,70,122.86
2017.01,Hong Kong,41,69.9,125.84
2017.01,Malta,42,69.56,121.35
2017.01,Morocco,43,68.17,119.24
2017.01,Chile,44,67.67,123.14
2017.01,Kuwait,45,67.3,120.25
2017.01,Ukraine,46,67.26,117.4
2017.01,Malaysia,47,67.08,115.69
2017.01,Mexico,48,66.74,115.44
2017.01,Algeria,49,66.49,116.59
2017.01,Tunisia,50,66.34,115.3
2017.01,Moldova,51,66.16,115.03
2017.01,Armenia,52,65.68,120.16
2017.01,Panama,53,65.49,116.98
2017.01,Fiji,54,65.34,114.18
2017.01,Tanzania,55,64.66,112.88
2017.01,Colombia,56,63.9,114.39
2017.01,South Africa,57,63.56,109.84
2017.01,Bulgaria,58,63.12,112.81
2017.01,Russia,59,63.04,108.39
2017.01,Taiwan,60,62.91,109.49
2017.01,Sri Lanka,61,61.9,106.76
2017.01,Israel,62,61.71,110.46
2017.01,Syria,63,61.17,106.81
2017.01,Brazil,64,61.17,104.95
2017.01,Bosnia And Herzegovina,65,60.69,107.27
2017.01,United Arab Emirates,66,58.52,101
2017.01,Bahamas,67,58.04,99.65
2017.01,Ecuador,68,57.27,97.53
2017.01,Puerto Rico,69,55.78,96.27
2017.01,Serbia,70,55.29,94.82
2017.01,Cyprus,71,54.77,93.58
2017.01,Argentina,72,53.33,92.15
2017.01,South Korea,73,52.73,94.83
2017.01,Greece,74,52.05,89.41
2017.01,Italy,75,51.57,86.42
2017.01,Romania,76,50.9,84.63
2017.01,Mauritius,77,50.83,87.89
2017.01,Poland,78,50.33,86.52
2017.01,Costa Rica,79,50.05,87.33
2017.01,Oman,80,49.59,83.82
2017.01,Montenegro,81,49.18,83.62
2017.01,Belgium,82,48.92,82.66
2017.01,Uruguay,83,46.86,81.96
2017.01,Libya,84,45.3,76
2017.01,Hungary,85,43.99,74.67
2017.01,Slovakia,86,43.51,73.79
2017.01,Czech Republic,87,41.04,69.22
2017.01,Japan,88,41.01,66.83
2017.01,France,89,40.15,68.66
2017.01,Belarus,90,39.64,65.29
2017.01,Spain,91,37.46,62.93
2017.01,Singapore,92,37.04,64.14
2017.01,United Kingdom,93,34.88,57
2017.01,Lithuania,94,34.27,57.21
2017.01,Brunei,95,34.01,56.85
2017.01,Croatia,96,33.34,55.35
2017.01,United States,97,31.19,54.44
2017.01,Luxembourg,98,29.23,45.36
2017.01,Latvia,99,29.15,47.1
2017.01,Portugal,100,28.91,47.01
2017.01,Netherlands,101,27.62,44.9
2017.01,Ireland,102,27.18,47.33
2017.01,Germany,103,27.05,42.98
2017.01,Canada,104,26.54,44.96
2017.01,Slovenia,105,26.37,46.46
2017.01,Denmark,106,25.97,40.05
2017.01,Australia,107,24.58,39.54
2017.01,Austria,108,21.9,35.28
2017.01,Switzerland,109,20.77,33.18
2017.01,New Zealand,110,20.03,33.77
2017.01,Norway,111,19.45,31.64
2017.01,Sweden,112,17.87,28.76
2017.01,Estonia,113,17.71,30.98
2017.01,Finland,114,13.38,25.98
2017.01,Iceland,115,10.02,20.25
2017.06,Mongolia,1,94.01,173.69
2017.06,Myanmar,2,93.93,172.81
2017.06,Bangladesh,3,90.07,162.63
2017.06,Egypt,4,89.05,159.47
2017.06,Vietnam,5,86.96,155.46
2017.06,China,6,86.82,158.78
2017.06,Peru,7,85.81,154.21
2017.06,Nigeria,8,85.54,153.33
2017.06,Lebanon,9,85.5,152.11
2017.06,Nepal,10,85.06,151.58
2017.06,Monaco,11,83.91,153.71
2017.06,Jordan,12,82.63,146.85
2017.06,North Macedonia,13,82.38,150.05
2017.06,Iran,14,80.79,147.73
2017.06,Dominican Republic,15,78.81,139.04
2017.06,Pakistan,16,77.88,137.16
2017.06,India,17,76.63,134.82
2017.06,Bahrain,18,76.27,140.8
2017.06,Kazakhstan,19,74.39,134.58
2017.06,Saudi Arabia,20,73.13,129.82
2017.06,Georgia,21,73.08,131.52
2017.06,Venezuela,22,72.84,128.92
2017.06,Thailand,23,72.83,127.31
2017.06,Jamaica,24,72.71,127.44
2017.06,Kenya,25,72.04,127.08
2017.06,Qatar,26,72.02,127.88
2017.06,Albania,27,71.65,124.67
2017.06,Philippines,28,71.32,124.63
2017.06,Malta,29,70.26,122.58
2017.06,Turkey,30,70.15,124.16
2017.06,Morocco,31,68.54,119.84
2017.06,Hong Kong,32,68.46,123.02
2017.06,Ukraine,33,67.55,117.73
2017.06,Chile,34,67.16,122.3
2017.06,Mexico,35,66.51,115.15
2017.06,Algeria,36,66.17,116.38
2017.06,Tunisia,37,65.46,113.8
2017.06,Malaysia,38,65.19,111.98
2017.06,Colombia,39,64.6,116.1
2017.06,Russia,40,63.83,109.98
2017.06,Taiwan,41,62.86,109.66
2017.06,Bulgaria,42,62.65,112.2
2017.06,South Africa,43,62.49,107.83
2017.06,Bosnia And Herzegovina,44,61.72,109.82
2017.06,Israel,45,61.05,108.73
2017.06,Sri Lanka,46,60.43,103.8
2017.06,Brazil,47,60.13,103.04
2017.06,Indonesia,48,58.02,98.31
2017.06,Ecuador,49,57.49,98.25
2017.06,Cyprus,50,56.66,96.71
2017.06,United Arab Emirates,51,56.36,96.73
2017.06,Serbia,52,55.68,95.25
2017.06,Argentina,53,55.1,94.8
2017.06,Mauritius,54,54.85,94.27
2017.06,South Korea,55,52.48,94.26
2017.06,Greece,56,52.36,90.19
2017.06,Italy,57,52.33,87.89
2017.06,Romania,58,51.21,85.33
2017.06,Poland,59,51.09,88.79
2017.06,Uruguay,60,50.61,89.23
2017.06,Costa Rica,61,50.31,87.59
2017.06,Belgium,62,49.79,84.65
2017.06,Hungary,63,45.22,77.47
2017.06,Slovakia,64,42.01,71.24
2017.06,Czech Republic,65,41.42,69.54
2017.06,Japan,66,41.02,66.83
2017.06,France,67,41,69.61
2017.06,Spain,68,38.35,63.96
2017.06,Belarus,69,37.06,60.37
2017.06,United Kingdom,70,36.92,60.45
2017.06,Singapore,71,34.82,59.74
2017.06,Lithuania,72,33.92,56.67
2017.06,Latvia,73,31.88,51.56
2017.06,Croatia,74,31.67,51.95
2017.06,United States,75,31.44,53.92
2017.06,Portugal,76,29.79,48.35
2017.06,Ireland,77,28.31,47.68
2017.06,Canada,78,27.72,46.31
2017.06,Netherlands,79,27.33,44.75
2017.06,Germany,80,27.18,43.28
2017.06,Slovenia,81,26.04,45.8
2017.06,Australia,82,24.87,39.94
2017.06,Denmark,83,24.25,37.01
2017.06,Austria,84,23.46,37.51
2017.06,Switzerland,85,22.43,35.97
2017.06,New Zealand,86,19.78,33.89
2017.06,Norway,87,19.54,32.15
2017.06,Sweden,88,19.16,31.24
2017.06,Estonia,89,16.91,29.93
2017.06,Finland,90,12.65,24.06
2017.06,Iceland,91,11.96,22.8
2018.01,Myanmar,1,93.03,170.73
2018.01,Mongolia,2,92.65,170.25
2018.01,Afghanistan,3,92.65,167.49
2018.01,Bangladesh,4,88.93,160.2
2018.01,Vietnam,5,88.1,157.79
2018.01,Egypt,6,87.64,156.56
2018.01,China,7,85.89,156.84
2018.01,Lebanon,8,85.68,152.45
2018.01,Nigeria,9,85.54,153.33
2018.01,Nepal,10,84.01,149.43
2018.01,Monaco,11,83.71,153.55
2018.01,Peru,12,83.35,148.96
2018.01,Jordan,13,82.26,146.15
2018.01,North Macedonia,14,82.04,149.19
2018.01,Iran,15,81.21,148.73
2018.01,Cambodia,16,79.41,140.74
2018.01,Iraq,17,79.35,140.82
2018.01,Ethiopia,18,77.96,137.09
2018.01,Pakistan,19,77.5,136.34
2018.01,Dominican Republic,20,76.8,134.9
2018.01,Bahrain,21,76.41,140.96
2018.01,India,22,75.89,133.27
2018.01,Albania,23,75.21,131.62
2018.01,Kazakhstan,24,73.71,133.61
2018.01,Venezuela,25,73.66,130.46
2018.01,Georgia,26,73.43,132.16
2018.01,Thailand,27,72.86,127.41
2018.01,Philippines,28,72.55,126.99
2018.01,Kenya,29,72.26,127.44
2018.01,Malta,30,71.93,125.85
2018.01,Jamaica,31,71.89,126.27
2018.01,Saudi Arabia,32,71.72,126.71
2018.01,Qatar,33,70.24,124.31
2018.01,Turkey,34,69.44,122.51
2018.01,Hong Kong,35,69.35,124.4
2018.01,Morocco,36,67.66,118.25
2018.01,Ukraine,37,67.24,117.07
2018.01,Chile,38,66.79,122.16
2018.01,Malaysia,39,66.52,114.64
2018.01,Tunisia,40,66.16,114.81
2018.01,Mexico,41,66.13,114.39
2018.01,Panama,42,65.91,117.08
2018.01,Algeria,43,64.16,112.14
2018.01,Armenia,44,63.55,116.29
2018.01,Russia,45,63.26,109
2018.01,Taiwan,46,63.25,110.35
2018.01,Bulgaria,47,63.03,113.65
2018.01,Colombia,48,62.47,112.16
2018.01,South Africa,49,62.15,107.22
2018.01,Bosnia And Herzegovina,50,61.56,109.96
2018.01,Indonesia,51,60.66,103.35
2018.01,Sri Lanka,52,60.64,104.15
2018.01,Israel,53,60.27,106.78
2018.01,Brazil,54,59.48,101.92
2018.01,Ecuador,55,59.19,101.27
2018.01,Mauritius,56,57.56,98.25
2018.01,Serbia,57,56.58,97.06
2018.01,United Arab Emirates,58,55.78,95.78
2018.01,Cyprus,59,55.76,94.79
2018.01,Argentina,60,53.64,91.84
2018.01,Italy,61,53.11,89.45
2018.01,Romania,62,53.04,88.86
2018.01,South Korea,63,52.87,94.95
2018.01,Greece,64,52.85,91.59
2018.01,Poland,65,51.12,89.59
