Country,Year,Exports,Imports,Net Trade
Albania,1995,280.783,894.86,-614.077
Albania,1996,326.11,1227.045,-900.935
Albania,1997,266.515,1120.408,-853.893
Albania,1998,356.686,1333.015,-976.328
Albania,1999,617.413,1538.63,-921.217
Albania,2000,857.471,2300.873,-1443.402
Albania,2001,990.003,2651.108,-1661.105
Albania,2002,1025.172,2911.351,-1886.18
Albania,2003,1145.868,3060.634,-1914.766
Albania,2004,1357.668,3312.102,-1954.434
Albania,2005,1687.132,3848.504,-2161.372
Albania,2006,1972.72,4183.56,-2210.84
Albania,2007,2349.75,4994.571,-2644.821
Albania,2008,2241.061,5175.494,-2934.433
Albania,2009,2346.649,5116.481,-2769.832
Albania,2010,2797.055,5087.166,-2290.111
Albania,2011,2983.733,5401.872,-2418.138
Albania,2012,2992.493,5040.262,-2047.769
Albania,2013,3040.044,5007.822,-1967.778
Albania,2014,3075.089,5221.095,-2146.005
Albania,2015,3104.898,5070.977,-1966.08
Albania,2016,3457.012,5421.895,-1964.883
Albania,2017,3914.837,5874.926,-1960.089
Albania,2018,4072.439,6015.746,-1943.307
Albania,2019,4179.78,6153.485,-1973.706
Albania,2020,3015.233,4935.748,-1920.515
Albania,2021,4417.689,6500.636,-2082.947
Argentina,2004,59096.447,35218.504,23877.944
Argentina,2005,66712.106,40800.014,25912.093
Argentina,2006,70422.102,45284.695,25137.407
Argentina,2007,76171.681,54178.738,21992.943
Argentina,2008,76735.256,61526.56,15208.696
Argentina,2009,69562.73,50195.558,19367.171
Argentina,2010,79229.802,67866.612,11363.19
Argentina,2011,82516.9,82816.688,-299.788
Argentina,2012,79126.849,78900.897,225.952
Argentina,2013,76341.393,81964.525,-5623.132
Argentina,2014,71013.4,72555.002,-1541.602
Argentina,2015,69041.093,75973.299,-6932.206
Argentina,2016,72712.252,80398.108,-7685.856
Argentina,2017,74613.962,92927.185,-18313.223
Argentina,2018,75095.965,88781.39,-13685.425
Argentina,2019,82418.592,72181.729,10236.862
Argentina,2020,67820.783,58856.734,8964.049
Argentina,2021,74072.215,71816.993,2255.222
Argentina,2022,78298.212,84281.598,-5983.386
Australia,1990,68473.516,52309.031,16164.485
Australia,1991,74947.385,54138.965,20808.419
Australia,1992,80501.778,57709.382,22792.396
Australia,1993,88140.151,62038.224,26101.926
Australia,1994,92029.669,72176.981,19852.689
Australia,1995,101195.965,75559.548,25636.417
Australia,1996,112209.874,83035.827,29174.047
Australia,1997,117348.048,91543.36,25804.688
Australia,1998,119595.793,96224.26,23371.533
Australia,1999,131426.052,107817.252,23608.8
Australia,2000,142784.404,106766.19,36018.214
Australia,2001,142083.144,108206.369,33876.775
Australia,2002,142799.667,122486.757,20312.909
Australia,2003,144697.607,139021.339,5676.268
Australia,2004,149703.367,156398.687,-6695.32
Australia,2005,154176.581,169631.208,-15454.626
Australia,2006,160585.687,187211.739,-26626.053
Australia,2007,167039.755,214331.699,-47291.944
Australia,2008,171084.376,206375.573,-35291.197
Australia,2009,179142.68,220707.077,-41564.397
Australia,2010,180666.477,243725.019,-63058.542
Australia,2011,188983.01,271269.876,-82286.866
Australia,2012,199009.38,273161.788,-74152.407
Australia,2013,211095.805,265207.579,-54111.774
Australia,2014,225637.878,269235.479,-43597.601
Australia,2015,240064.862,268358.21,-28293.348
Australia,2016,253232.877,282440.526,-29207.648
Australia,2017,263635.04,302081.012,-38445.971
Australia,2018,273930.777,302764.042,-28833.265
Australia,2019,269141.995,284697.274,-15555.279
Australia,2020,245886.559,274852.432,-28965.874
Australia,2021,244727.829,293830.334,-49102.504
Australia,2022,260561.046,321133.031,-60571.985
Austria,1990,68780.829,73758.597,-4977.768
Austria,1991,70801.126,77530.882,-6729.756
Austria,1992,71735.265,79171.521,-7436.255
Austria,1993,70032.872,74825.422,-4792.55
Austria,1994,74016.404,82556.032,-8539.628
Austria,1995,79349.577,87430.87,-8081.292
Austria,1996,83030.197,91077.506,-8047.308
Austria,1997,92186.619,97699.023,-5512.404
Austria,1998,99424.637,103324.198,-3899.561
Austria,1999,105821.578,107523.094,-1701.516
Austria,2000,120133.507,118475.684,1657.823
Austria,2001,127066.409,124627.322,2439.087
Austria,2002,132512.753,124989.767,7522.986
Austria,2003,133217.049,129373.674,3843.375
Austria,2004,144755.073,139691.412,5063.662
Austria,2005,154403.153,147311.635,7091.518
Austria,2006,166101.003,155936.079,10164.924
Austria,2007,178677.853,164723.055,13954.799
Austria,2008,182556.355,166294.935,16261.42
Austria,2009,156326.461,146507.139,9819.322
Austria,2010,176853.803,164043.334,12810.469
Austria,2011,187350.716,173810.919,13539.796
Austria,2012,190044.247,175416.285,14627.962
Austria,2013,191261.771,176633.764,14628.007
Austria,2014,196784.649,181856.153,14928.496
Austria,2015,202784.894,188457.899,14326.996
Austria,2016,208844.321,195479.351,13364.97
Austria,2017,219073.531,205818.68,13254.851
Austria,2018,230461.893,216825.225,13636.668
Austria,2019,239817.739,221698.883,18118.856
Austria,2020,214469.829,199485.514,14984.316
Austria,2021,234044.998,228067.409,5977.589
Austria,2022,260228.349,246036.336,14192.012
Belgium,1990,140673.07,141224.139,-551.069
Belgium,1991,144971.182,145262.054,-290.872
Belgium,1992,150287.017,151242.585,-955.568
Belgium,1993,149622.274,150696.833,-1074.56
Belgium,1994,162082.254,161668.18,414.074
Belgium,1995,170173.315,169188.511,984.804
Belgium,1996,178639.675,178585.42,54.255
Belgium,1997,195593.587,193233.542,2360.045
Belgium,1998,203686.817,203007.574,679.244
Belgium,1999,213564.145,209855.598,3708.547
Belgium,2000,240039.563,237169.365,2870.199
Belgium,2001,240952.138,235377.612,5574.526
Belgium,2002,249261.058,237863.143,11397.915
Belgium,2003,253287.48,241334.698,11952.782
Belgium,2004,268974.55,256554.885,12419.665
Belgium,2005,283797.975,273042.579,10755.396
Belgium,2006,299976.226,287082.022,12894.204
Belgium,2007,316283.07,303099.283,13183.787
Belgium,2008,322000.279,314632.226,7368.053
Belgium,2009,285693.8,280466.663,5227.137
Belgium,2010,315517.617,307638.19,7879.428
Belgium,2011,330130.124,324942.929,5187.195
Belgium,2012,328522.884,322750.199,5772.685
Belgium,2013,329681.437,322059.971,7621.466
Belgium,2014,346814.202,339864.324,6949.878
Belgium,2015,359721.498,353165.498,6556.001
Belgium,2016,382030.918,379481.923,2548.995
Belgium,2017,402931.811,399287.505,3644.306
Belgium,2018,407272.669,407181.023,91.646
Belgium,2019,417002.21,415148.435,1853.774
Belgium,2020,390903.138,384590.009,6313.128
Belgium,2021,445066.007,434714.917,10351.09
Belgium,2022,466960.025,455996.484,10963.541
Bulgaria,1995,14506.634,10270.722,4235.912
Bulgaria,1996,18851.648,10132.586,8719.063
Bulgaria,1997,20189.536,10087.318,10102.219
Bulgaria,1998,16682.957,9861.454,6821.502
Bulgaria,1999,13726.206,11485.941,2240.265
Bulgaria,2000,11370.69,10376.84,993.85
Bulgaria,2001,11508.835,11680.329,-171.495
Bulgaria,2002,12528.25,12415.139,113.112
Bulgaria,2003,13337.888,14296.152,-958.264
Bulgaria,2004,16606.725,18047.932,-1441.208
Bulgaria,2005,18115.664,20637.451,-2521.787
Bulgaria,2006,19503.898,23921.966,-4418.068
Bulgaria,2007,23331.077,29332.232,-6001.155
Bulgaria,2008,23909.189,30758.962,-6849.773
Bulgaria,2009,21108.09,24143.231,-3035.141
Bulgaria,2010,23438.25,24070.35,-632.099
Bulgaria,2011,26380.636,26384.939,-4.303
Bulgaria,2012,26918.212,27804.106,-885.894
Bulgaria,2013,29510.978,29009.635,501.343
Bulgaria,2014,30432.101,30502.314,-70.213
Bulgaria,2015,32392.289,31946.164,446.126
Bulgaria,2016,35182.065,33578.704,1603.361
Bulgaria,2017,37203.88,36064.552,1139.327
Bulgaria,2018,37851.47,38142.362,-290.893
Bulgaria,2019,39354.345,40134.966,-780.621
Bulgaria,2020,35272.815,38405.964,-3133.15
Bulgaria,2021,39210.811,42529.697,-3318.886
Bulgaria,2022,43769.749,48896.022,-5126.274
Brazil,1995,80957.548,104576.718,-23619.17
Brazil,1996,80617.636,110427.069,-29809.433
Brazil,1997,89501.126,126543.985,-37042.859
Brazil,1998,93894.025,126472.284,-32578.258
Brazil,1999,99251.89,107382.373,-8130.483
Brazil,2000,112016.228,118978.152,-6961.923
Brazil,2001,122355.914,122941.79,-585.875
Brazil,2002,130280.69,106581.594,23699.096
Brazil,2003,144632.332,106066.274,38566.057
Brazil,2004,165566.098,117059.029,48507.069
Brazil,2005,181533.579,125793.192,55740.387
Brazil,2006,190315.136,148137.314,42177.822
Brazil,2007,202069.191,177109.418,24959.773
Brazil,2008,202896.16,207263.554,-4367.393
Brazil,2009,184134.218,191507.447,-7373.229
Brazil,2010,205717.919,255928.685,-50210.766
Brazil,2011,215616.955,279968.74,-64351.786
Brazil,2012,217142.75,283134.772,-65992.022
Brazil,2013,221117.103,302018.953,-80901.85
Brazil,2014,217646.271,295157.398,-77511.127
Brazil,2015,232488.798,253272.683,-20783.886
Brazil,2016,234495.468,227076.86,7418.608
Brazil,2017,246006.366,242329.478,3676.888
Brazil,2018,255977.21,261092.514,-5115.304
Brazil,2019,249420.556,264571.744,-15151.188
Brazil,2020,243706.566,239499.235,4207.331
Canada,1990,191830.827,177854.656,13976.171
Canada,1991,194942.702,182322.249,12620.453
Canada,1992,209435.163,191671.843,17763.32
Canada,1993,232044.203,206014.565,26029.638
Canada,1994,261781.854,223106.839,38675.015
Canada,1995,284992.086,236009.658,48982.428
Canada,1996,301303.394,248664.432,52638.962
Canada,1997,327204.012,284371.422,42832.59
Canada,1998,358343.98,299436.783,58907.197
Canada,1999,397147.502,323557.266,73590.236
Canada,2000,432992.869,351017.965,81974.903
Canada,2001,420434.098,333795.006,86639.092
Canada,2002,425602.043,340010.085,85591.958
Canada,2003,418327.647,354403.319,63924.328
Canada,2004,441463.895,384548.872,56915.023
Canada,2005,451493.735,412810.663,38683.072
Canada,2006,455472.785,434774.623,20698.162
Canada,2007,460654.416,459882.339,772.077
Canada,2008,439722.602,463998.929,-24276.327
Canada,2009,382711.768,406488.112,-23776.344
Canada,2010,408267.857,462536.242,-54268.385
Canada,2011,427977.651,488410.66,-60433.009
Canada,2012,440023.892,506523.699,-66499.807
Canada,2013,450851.882,517046.023,-66194.141
Canada,2014,479358.192,530131.973,-50773.781
Canada,2015,495747.45,534115.084,-38367.633
Canada,2016,502720.953,534386.127,-31665.174
Canada,2017,509985.63,559114.254,-49128.624
Canada,2018,529513.738,577587.108,-48073.37
Canada,2019,543864.182,579770.5,-35906.317
Canada,2020,495710.161,525606.132,-29895.971
Canada,2021,502430.969,566594.918,-64163.949
Canada,2022,516396.024,609341.51,-92945.486
Switzerland,1990,174667.394,158142.126,16525.269
Switzerland,1991,171940.463,153083.37,18857.093
Switzerland,1992,178725.873,154977.638,23748.234
Switzerland,1993,177645.553,152950.172,24695.381
Switzerland,1994,180020.567,159843.942,20176.625
Switzerland,1995,185018.059,169203.199,15814.861
Switzerland,1996,190603.001,175869.162,14733.839
Switzerland,1997,218793.023,194083.439,24709.584
Switzerland,1998,224541.092,204412.189,20128.903
Switzerland,1999,231994.085,212556.39,19437.695
Switzerland,2000,260143.865,229850.796,30293.069
Switzerland,2001,260405.491,233105.336,27300.155
Switzerland,2002,255825.395,228637.764,27187.631
Switzerland,2003,252814.192,230020.263,22793.929
Switzerland,2004,277693.096,241361.235,36331.861
Switzerland,2005,295669.471,264576.839,31092.632
Switzerland,2006,314685.201,272097.576,42587.625
Switzerland,2007,350193.36,288052.839,62140.522
Switzerland,2008,364774.212,300724.246,64049.966
Switzerland,2009,333004.944,292481.369,40523.576
Switzerland,2010,374982.853,315851.022,59131.832
Switzerland,2011,390134.411,344077.05,46057.362
Switzerland,2012,392818.638,336826.178,55992.46
Switzerland,2013,448488.742,378150.391,70338.35
Switzerland,2014,425910.693,352573.231,73337.462
Switzerland,2015,443048.39,370031.119,73017.271
Switzerland,2016,469532.418,389590.449,79941.969
Switzerland,2017,467762.504,388081.909,79680.595
Switzerland,2018,483539.499,390994.708,92544.791
Switzerland,2019,480260.187,392083.162,88177.025
Switzerland,2020,455093.629,379614.332,75479.297
Switzerland,2021,517743.785,401269.397,116474.388
Switzerland,2022,548459.308,426070.531,122388.777
Chile,1990,17241.769,9794.41,7447.359
Chile,1991,19385.504,10475.359,8910.145
Chile,1992,22085.288,12759.809,9325.478
Chile,1993,22865.828,14569.327,8296.501
Chile,1994,25524.575,16043.602,9480.973
Chile,1995,28328.098,20051.461,8276.637
Chile,1996,31666.555,22424.141,9242.414
Chile,1997,35655.582,25363.463,10292.119
Chile,1998,37947.612,27107.633,10839.98
Chile,1999,40601.812,24425.721,16176.092
Chile,2000,43067.038,27007.37,16059.668
Chile,2001,46344.995,28356.96,17988.035
Chile,2002,47847.989,28878.103,18969.886
Chile,2003,51202.355,31151.663,20050.692
Chile,2004,58890.138,37228.141,21661.997
Chile,2005,60817.975,44067.03,16750.944
Chile,2006,63995.703,49591.389,14404.314
Chile,2007,68316.972,56412.256,11904.716
Chile,2008,67972.522,62537.463,5435.059
Chile,2009,65115.762,51467.745,13648.018
Chile,2010,66332.641,64459.585,1873.056
Chile,2011,69776.771,74669.308,-4892.537
Chile,2012,70002.253,77518.443,-7516.19
Chile,2013,72144.435,78958.796,-6814.361
Chile,2014,72477.326,73762.276,-1284.95
Chile,2015,70787.392,73132.217,-2344.825
Chile,2016,71210.953,73987.449,-2776.496
Chile,2017,70526.152,77283.295,-6757.142
Chile,2018,73971.46,83932.913,-9961.452
Chile,2019,72086.016,82476.861,-10390.845
Chile,2020,71429.622,72311.065,-881.443
Chile,2021,70450.906,95303.637,-24852.731
Chile,2022,71416.225,96115.826,-24699.601
Cameroon,1993,2911.689,1246.273,1665.417
Cameroon,1994,3228.748,1854.181,1374.567
Cameroon,1995,3726.07,1964.343,1761.727
Cameroon,1996,4364.969,2582.729,1782.24
Cameroon,1997,4659.125,3164.057,1495.068
Cameroon,1998,4329.443,2954.128,1375.315
Cameroon,1999,4164.163,2943.311,1220.851
Cameroon,2000,4573.974,3648.084,925.89
Cameroon,2001,4862.569,4067.225,795.344
Cameroon,2002,4849.767,4012.211,837.556
Cameroon,2003,4276.856,3447.085,829.772
Cameroon,2004,4659.223,3757.192,902.03
Cameroon,2005,4371.293,3930.838,440.455
Cameroon,2006,4793.357,4078.588,714.769
Cameroon,2007,5478.462,4682.525,795.937
Cameroon,2008,5301.485,5184.91,116.575
Cameroon,2009,4665.757,4836.992,-171.235
Cameroon,2010,5280.906,5528.818,-247.912
Cameroon,2011,5549.991,5953.87,-403.879
Cameroon,2012,5618.031,6136.523,-518.492
Cameroon,2013,5800.947,6870.597,-1069.651
Cameroon,2014,6452.926,7916.593,-1463.668
Cameroon,2015,6760.654,7907.933,-1147.279
Cameroon,2016,6947.032,7989.445,-1042.413
Cameroon,2017,6837.901,7893.058,-1055.157
Cameroon,2018,6983.505,8561.598,-1578.093
Cameroon,2019,7767.26,9533.869,-1766.608
Cameroon,2020,6589.653,7893.431,-1303.778
Colombia,1990,15098.302,9502.248,5596.054
Colombia,1991,16212.396,9685.401,6526.995
Colombia,1992,17222.659,13098.404,4124.254
Colombia,1993,17364.575,18560.9,-1196.324
Colombia,1994,17563.03,21448.794,-3885.764
Colombia,1995,18327.714,23132.355,-4804.641
Colombia,1996,19953.976,23805.97,-3851.994
Colombia,1997,20595.657,25366.052,-4770.395
Colombia,1998,22573.969,24368.019,-1794.05
Colombia,1999,23838.612,18479.221,5359.391
Colombia,2000,25695.799,19713.324,5982.475
Colombia,2001,26418.174,21436.187,4981.986
Colombia,2002,25790.255,21506.934,4283.322
Colombia,2003,27688.372,23263.951,4424.421
Colombia,2004,30404.337,25653.831,4750.506
Colombia,2005,32141.509,28706.881,3434.628
Colombia,2006,35200.834,33782.778,1418.056
Colombia,2007,37390.286,38464.405,-1074.119
Colombia,2008,38151.834,43276.969,-5125.135
Colombia,2009,36165.535,39534.512,-3368.977
Colombia,2010,36911.4,43816.034,-6904.634
Colombia,2011,41435.83,52679.614,-11243.784
Colombia,2012,43289.37,57618.373,-14329.004
Colombia,2013,45313.966,62529.778,-17215.813
Colombia,2014,45183.029,67382.098,-22199.069
Colombia,2015,45932.177,66653.739,-20721.562
Colombia,2016,45836.254,64293.595,-18457.341
Colombia,2017,47013.955,64948.643,-17934.688
Colombia,2018,47315.948,68719.184,-21403.236
Colombia,2019,48775.219,73765.903,-24990.684
Colombia,2020,37723.646,59086.032,-21362.387
Colombia,2021,43716.829,74864.094,-31147.265
Colombia,2022,50204.545,91551.382,-41346.837
Costa Rica,1991,4219.666,4391.434,-171.768
Costa Rica,1992,4939.871,5404.144,-464.273
Costa Rica,1993,5339.744,6171.097,-831.353
Costa Rica,1994,5550.198,6460.294,-910.096
Costa Rica,1995,6161.741,6676.345,-514.605
Costa Rica,1996,6547.253,6886.081,-338.828
Costa Rica,1997,7116.567,7918.316,-801.748
Costa Rica,1998,8145.542,9211.229,-1065.687
Costa Rica,1999,8562.473,8927.438,-364.964
Costa Rica,2000,8754.312,8579.509,174.803
Costa Rica,2001,8903.312,8580.373,322.939
Costa Rica,2002,9141.929,9106.324,35.606
Costa Rica,2003,9660.371,9520.079,140.291
Costa Rica,2004,10663.44,9978.14,685.301
Costa Rica,2005,11304.515,10671.176,633.34
Costa Rica,2006,12213.568,11505.257,708.31
Costa Rica,2007,13132.387,12665.961,466.426
Costa Rica,2008,13417.63,13509.351,-91.721
Costa Rica,2009,12282.263,10978.2,1304.063
Costa Rica,2010,13427.885,13034.027,393.859
Costa Rica,2011,14374.297,14424.879,-50.582
Costa Rica,2012,15174.122,15553.621,-379.5
Costa Rica,2013,15676.618,15815.022,-138.404
Costa Rica,2014,16454.858,16613.092,-158.234
Costa Rica,2015,16930.125,17360.352,-430.226
Costa Rica,2016,18524.481,18912.095,-387.613
Costa Rica,2017,19812.845,19860.074,-47.229
Costa Rica,2018,20781.884,20427.269,354.615
Costa Rica,2019,21667.497,19957.967,1709.53
Costa Rica,2020,19363.623,17377.542,1986.081
Costa Rica,2021,22449.008,20722.064,1726.944
Costa Rica,2022,25413.836,21969.898,3443.938
Cyprus,1995,8094.169,8018.541,75.628
Cyprus,1996,8613.263,8489.889,123.375
Cyprus,1997,8611.321,8578.323,32.999
Cyprus,1998,9112.823,8667.095,445.728
Cyprus,1999,9334.329,8919.104,415.226
Cyprus,2000,10153.068,9754.889,398.179
Cyprus,2001,10331.849,9783.954,547.895
Cyprus,2002,9970.174,9686.395,283.779
Cyprus,2003,9681.268,9638.179,43.089
Cyprus,2004,9990.166,10351.622,-361.456
Cyprus,2005,10298.949,10455.377,-156.428
Cyprus,2006,10536.22,11051.658,-515.439
Cyprus,2007,11101.237,12113.542,-1012.305
Cyprus,2008,11038.521,13686.315,-2647.794
Cyprus,2009,10524.796,11589.022,-1064.226
Cyprus,2010,11190.343,12840.166,-1649.823
Cyprus,2011,11975.381,12507.383,-532.002
Cyprus,2012,11906.496,12052.934,-146.438
Cyprus,2013,12040.154,11503.855,536.299
Cyprus,2014,12797.775,12391.8,405.976
Cyprus,2015,13939.92,13390.822,549.098
Cyprus,2016,14946.351,14751.917,194.434
Cyprus,2017,16587.826,16861.828,-274.002
Cyprus,2018,17785.49,17590.817,194.673
Cyprus,2019,19337.175,19263.065,74.11
Cyprus,2020,19765.336,19883.342,-118.005
Cyprus,2021,22443.63,21669.483,774.147
Cyprus,2022,25655.069,25904.627,-249.558
Czechia,1990,20502.189,19768.829,733.36
Czechia,1991,19261.905,13276.067,5985.839
Czechia,1992,21101.377,17216.843,3884.534
Czechia,1993,24440.287,21305.921,3134.366
Czechia,1994,25366.691,24492.14,874.552
Czechia,1995,31318.299,30250.48,1067.818
Czechia,1996,32100.168,33811.23,-1711.063
Czechia,1997,34537.121,35790.071,-1252.95
Czechia,1998,37870.745,37784.074,86.671
Czechia,1999,39838.732,39744.296,94.436
Czechia,2000,45727.324,45450.887,276.437
Czechia,2001,50038.803,50608.425,-569.622
Czechia,2002,50500.33,53130.545,-2630.215
Czechia,2003,54956.207,58160.76,-3204.553
Czechia,2004,71266.914,73041.557,-1774.643
Czechia,2005,84207.897,82156.817,2051.08
Czechia,2006,96240.541,91589.776,4650.765
Czechia,2007,106857.178,103385.294,3471.884
Czechia,2008,111359.967,106670.624,4689.344
Czechia,2009,100415.59,94854.779,5560.811
Czechia,2010,115138.127,108905.046,6233.081
Czechia,2011,125688.826,116220.377,9468.449
Czechia,2012,131067.554,119282.484,11785.07
Czechia,2013,131407.937,119356.024,12051.913
Czechia,2014,142859.373,131312.323,11547.05
Czechia,2015,151477.128,140304.406,11172.722
Czechia,2016,158055.104,144274.811,13780.294
Czechia,2017,169432.227,153292.789,16139.438
Czechia,2018,175712.872,162158.484,13554.388
Czechia,2019,178311.784,164664.099,13647.685
Czechia,2020,163991.707,151168.454,12823.253
Czechia,2021,175299.68,171309.111,3990.569
Czechia,2022,187934.062,182072.3,5861.761
Germany,1990,422568.199,402896.628,19671.571
